14434,34620,2,2,20.816,-6,2016-07-02 00:58:54.981724,2016-07-02 00:58:54.981724
14436,34620,2,4,5.215,-13,2016-07-02 00:58:55.294148,2016-07-02 00:58:55.294148
14480,34711,2,4,2.867431640625,3.18431091308594,2016-07-06 22:02:16.663447,2016-07-06 22:02:16.663447
14489,34735,1,1,4.541,3,2016-07-07 14:48:32.29368,2016-07-07 14:48:32.29368
14491,34735,1,3,8.403,3,2016-07-07 14:48:32.550172,2016-07-07 14:48:32.550172
14507,34773,1,3,2.26513671875,3.691162109375,2016-07-07 16:15:03.051525,2016-07-07 16:15:03.051525
14522,34800,2,2,0.8853759765625,-15.4544982910156,2016-07-07 19:07:03.265866,2016-07-07 19:07:03.265866
14524,34800,2,4,0.21697998046875,12.3867721557617,2016-07-07 19:07:04.344481,2016-07-07 19:07:04.344481
14534,34824,2,2,4.4552001953125,5.62808227539062,2016-07-07 21:38:58.523211,2016-07-07 21:38:58.523211
14536,34824,2,4,1.7674560546875,-5.64472961425781,2016-07-07 21:38:58.749767,2016-07-07 21:38:58.749767
14537,34832,1,1,1.71533203125,-10.5846557617188,2016-07-07 21:56:47.783879,2016-07-07 21:56:47.783879
14539,34832,1,3,2.330078125,-5.49327087402344,2016-07-07 21:56:48.063047,2016-07-07 21:56:48.063047
14545,34848,1,1,6.8349609375,-43.5152549743652,2016-07-07 23:22:33.121224,2016-07-07 23:22:33.121224
14547,34848,1,3,2.13330078125,-46.0749969482422,2016-07-07 23:22:33.4943,2016-07-07 23:22:33.4943
14566,34895,2,2,6.8656005859375,-1.72808837890625,2016-07-08 15:20:50.974771,2016-07-08 15:20:50.974771
14578,34921,2,2,2.73291015625,-0.1788330078125,2016-07-08 15:53:23.512707,2016-07-08 15:53:23.512707
14580,34921,2,4,3.43212890625,7.0667724609375,2016-07-08 15:53:24.079061,2016-07-08 15:53:24.079061
14581,34922,1,1,5.3330078125,0.217742919921875,2016-07-08 15:54:38.331554,2016-07-08 15:54:38.331554
14583,34922,1,3,8.80029296875,-0.708511352539062,2016-07-08 15:54:38.705334,2016-07-08 15:54:38.705334
14605,34972,1,1,7.44921875,10.6430969238281,2016-07-08 17:39:11.208446,2016-07-08 17:39:11.208446
14607,34972,1,3,6.89892578125,-9.27549362182617,2016-07-08 17:39:12.402117,2016-07-08 17:39:12.402117
14618,34996,2,2,7.05029296875,-1.79360198974609,2016-07-08 18:14:04.653892,2016-07-08 18:14:04.653892
14620,34996,2,4,4.93115234375,5.59151840209961,2016-07-08 18:14:06.026726,2016-07-08 18:14:06.026726
14674,35129,2,2,7.146484375,-5.23466491699219,2016-07-11 15:56:57.580231,2016-07-11 15:56:57.580231
14676,35129,2,4,5.5185546875,-5.6334228515625,2016-07-11 15:56:59.143797,2016-07-11 15:56:59.143797
14677,35128,1,1,6.26708984375,1.41129302978516,2016-07-11 15:57:05.123198,2016-07-11 15:57:05.123198
14679,35128,1,3,5.80029296875,1.7526969909668,2016-07-11 15:57:05.682319,2016-07-11 15:57:05.682319
14692,35162,2,4,7.60498046875,-5.22455215454102,2016-07-11 16:18:18.177434,2016-07-11 16:18:18.177434
14693,35161,1,1,9.68408203125,-1.40390014648438,2016-07-11 16:18:32.120654,2016-07-11 16:18:32.120654
14695,35161,1,3,7.26708984375,-0.369888305664062,2016-07-11 16:18:32.740155,2016-07-11 16:18:32.740155
14706,35193,2,2,12.751953125,1.05021667480469,2016-07-11 16:34:41.358055,2016-07-11 16:34:41.358055
14708,35193,2,4,8.94921875,-3.75467300415039,2016-07-11 16:34:42.228681,2016-07-11 16:34:42.228681
14714,35199,2,2,13.015625,4.6461181640625,2016-07-11 16:39:04.509594,2016-07-11 16:39:04.509594
14718,35209,2,2,6.3837890625,-5.91502380371094,2016-07-11 16:46:57.418095,2016-07-11 16:46:57.418095
14734,35241,2,2,5.9541015625,-3.47624588012695,2016-07-11 18:49:54.124309,2016-07-11 18:49:54.124309
14750,35270,2,2,2.06744384765625,-2.43475341796875,2016-07-11 23:21:25.390426,2016-07-11 23:21:25.390426
14752,35270,2,4,2.57000732421875,-5.03108215332031,2016-07-11 23:21:25.632541,2016-07-11 23:21:25.632541
14758,35286,2,2,3.88409423828125,0.183319091796875,2016-07-12 01:42:31.079305,2016-07-12 01:42:31.079305
14760,35286,2,4,3.18414306640625,-11.8815574645996,2016-07-12 01:42:31.283291,2016-07-12 01:42:31.283291
14762,35294,2,2,9.01,-5,2016-07-12 01:59:20.445315,2016-07-12 01:59:20.445315
14764,35294,2,4,9.27,-2,2016-07-12 01:59:20.79594,2016-07-12 01:59:20.79594
14770,35306,2,2,9.06451416015625,-3.78565979003906,2016-07-12 15:28:52.853649,2016-07-12 15:28:52.853649
14772,35306,2,4,2.84979248046875,-9.70895767211914,2016-07-12 15:28:53.036741,2016-07-12 15:28:53.036741
14777,35321,1,1,5.698486328125,0.838058471679688,2016-07-12 15:58:08.839568,2016-07-12 15:58:08.839568
14778,35321,2,2,7.86474609375,0.314773559570312,2016-07-12 15:58:08.924539,2016-07-12 15:58:08.924539
14781,35332,1,1,6.564208984375,-0.689628601074219,2016-07-12 16:15:47.696666,2016-07-12 16:15:47.696666
14783,35332,1,3,8.328125,0.287712097167969,2016-07-12 16:15:47.89606,2016-07-12 16:15:47.89606
14791,35343,1,3,5.9814453125,2.32255554199219,2016-07-12 16:31:25.154286,2016-07-12 16:31:25.154286
14794,35359,2,2,6.35009765625,-6.24002075195312,2016-07-12 16:42:14.506895,2016-07-12 16:42:14.506895
14796,35359,2,4,9.2294921875,0.216331481933594,2016-07-12 16:42:14.689618,2016-07-12 16:42:14.689618
14798,35362,2,2,9.83,-2,2016-07-12 16:43:05.08413,2016-07-12 16:43:05.08413
